uid,timestamp,ip_address,browser,os,device,login_result
13254,2025-05-07T21:41:46.464918,192.45.44.159,Safari 16.4,macOS 13,Desktop,True
59527,2025-05-05T09:39:32.292608,107.156.166.201,Firefox 112.0,Windows 11,Tablet,True
30290,2025-05-11T09:50:57.606516,194.56.231.13,Safari 15.6,iOS 16,Mobile,True
89137,2025-05-03T09:28:03.209947,26.13.16.156,Firefox 112.0,Ubuntu 22.04,Desktop,True
62920,2025-05-15T08:48:05.502420,147.238.145.193,Chrome 115.0.5790.98,Windows 10,Desktop,True
92893,2025-05-05T20:03:28.283746,197.139.173.23,Chrome 115.0.5790.98,Windows 11,Tablet,True
93242,2025-05-11T23:35:10.945956,171.255.96.232,Safari 15.6,iOS 16,Tablet,True
55619,2025-05-17T20:52:27.947773,194.213.238.230,Safari 16.4,iOS 16,Tablet,True
17202,2025-05-07T16:38:31.242884,190.193.74.255,Edge 114.0.1823.67,Windows 10,Desktop,True
4606,2025-05-04T15:52:27.358425,175.170.195.40,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
72644,2025-05-17T18:55:27.908862,180.13.100.102,Edge 113.0.1774.57,Android 13,Tablet,True
22722,2025-05-12T19:11:10.215070,21.38.220.86,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
24410,2025-05-24T10:11:14.230114,194.239.165.9,Safari 16.4,iOS 16,Tablet,True
17228,2025-05-15T16:14:11.252375,23.231.141.246,Chrome 114.0.5735.91,Windows 11,Desktop,True
34663,2025-05-04T19:22:49.833322,187.132.150.159,Firefox 114.0,Android 13,Mobile,True
43068,2025-05-22T21:01:35.812419,71.4.8.195,Edge 114.0.1823.67,Android 13,Tablet,True
50793,2025-05-17T19:11:19.697738,97.165.247.106,Safari 16.4,iOS 16,Mobile,True
57892,2025-05-13T07:30:14.868507,177.202.131.227,Edge 113.0.1774.57,Android 13,Mobile,True
57512,2025-05-27T00:23:13.590636,133.1.111.57,Safari 16.3,iOS 16,Mobile,True
86501,2025-04-30T03:42:42.834194,194.51.45.138,Chrome 115.0.5790.98,Ubuntu 22.04,Desktop,True
28613,2025-05-09T22:38:25.623166,3.134.109.12,Chrome 113.0.0,Windows 11,Desktop,True
76519,2025-05-27T06:45:48.359846,84.8.1.117,Safari 16.4,iOS 16,Mobile,True
5841,2025-05-15T14:05:52.011347,210.73.22.235,Firefox 114.0,Android 13,Mobile,True
23608,2025-05-06T04:46:57.120238,213.246.62.59,Edge 114.0.1823.67,Android 13,Mobile,True
60911,2025-05-20T23:50:32.734504,216.73.173.251,Chrome 114.0.5735.91,Windows 11,Tablet,True
86951,2025-05-05T09:40:01.697566,148.92.74.220,Safari 15.6,iOS 16,Tablet,True
97641,2025-05-16T13:07:40.461699,210.119.52.67,Safari 16.3,iOS 16,Mobile,True
85987,2025-05-24T15:35:39.124409,50.162.23.68,Firefox 112.0,Windows 11,Desktop,True
61239,2025-05-03T18:41:44.357483,182.184.1.110,Safari 16.3,iOS 16,Tablet,True
21844,2025-04-29T18:57:31.251269,164.49.81.237,Edge 113.0.1774.57,Windows 11,Desktop,True
51571,2025-05-12T02:14:24.937833,189.29.178.68,Safari 16.3,macOS 13,Desktop,True
83613,2025-04-28T20:00:09.766100,208.75.189.60,Firefox 112.0,Windows 10,Desktop,True
68349,2025-05-08T17:18:11.264939,159.108.254.207,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
18507,2025-05-17T23:33:58.493999,11.164.94.240,Safari 16.4,iOS 16,Mobile,True
1653,2025-05-10T21:03:53.621098,189.248.52.70,Safari 15.6,iOS 16,Mobile,True
9516,2025-05-15T01:31:32.788043,47.0.121.105,Firefox 112.0,Android 13,Tablet,True
17524,2025-05-14T07:37:48.763283,156.26.52.137,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
9012,2025-05-22T17:13:14.639025,173.77.3.240,Chrome 115.0.5790.98,Android 13,Tablet,True
40447,2025-05-17T19:30:22.671189,152.253.241.132,Edge 114.0.1823.67,Windows 11,Tablet,True
63497,2025-05-14T08:49:54.844332,205.43.109.153,Firefox 114.0,Android 13,Mobile,False
5539,2025-05-01T20:44:47.501860,195.170.62.98,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
44622,2025-05-12T20:29:53.945893,208.227.246.45,Firefox 113.0.1,Android 13,Mobile,True
903,2025-05-21T18:55:34.423061,102.228.102.134,Safari 15.6,iOS 16,Tablet,True
26057,2025-05-24T06:36:46.787521,6.123.36.149,Firefox 114.0,Android 13,Tablet,True
76365,2025-05-15T11:42:14.141498,213.244.153.43,Chrome 114.0.5735.91,Android 13,Tablet,True
10492,2025-05-22T23:32:17.553029,208.130.47.233,Chrome 115.0.5790.98,Android 13,Tablet,True
42898,2025-05-16T19:57:45.522549,187.123.217.115,Firefox 112.0,Windows 11,Desktop,True
45671,2025-05-02T14:31:33.058526,83.99.128.88,Edge 113.0.1774.57,Windows 11,Desktop,True
80278,2025-05-04T23:12:01.003422,173.93.71.36,Edge 113.0.1774.57,Windows 10,Desktop,True
68291,2025-05-11T18:38:50.004470,215.228.64.69,Safari 16.3,iOS 16,Mobile,True
2594,2025-05-26T00:04:58.779627,184.111.90.69,Safari 15.6,iOS 16,Tablet,True
79469,2025-05-22T00:00:52.606826,8.162.105.37,Firefox 112.0,Windows 10,Desktop,True
48811,2025-05-14T03:05:32.178433,193.77.89.101,Edge 114.0.1823.67,Android 13,Mobile,True
55458,2025-05-16T23:54:14.734343,144.127.111.13,Chrome 114.0.5735.91,Windows 11,Desktop,True
28350,2025-05-26T04:43:58.563403,214.34.100.19,Safari 16.3,iOS 16,Tablet,True
74666,2025-05-22T23:41:53.188898,155.14.146.197,Chrome 113.0.0,Windows 10,Desktop,True
27702,2025-05-20T14:27:00.953812,202.35.246.144,Firefox 114.0,Windows 10,Desktop,True
97759,2025-05-27T23:39:03.682357,139.102.255.66,Chrome 114.0.5735.91,Android 13,Mobile,True
5532,2025-05-07T04:41:37.303130,144.58.14.27,Safari 16.3,iOS 16,Tablet,True
73043,2025-05-16T23:01:38.147095,137.100.109.100,Chrome 113.0.0,Windows 11,Tablet,True
21200,2025-05-16T12:50:58.622606,170.64.11.100,Safari 16.4,iOS 16,Mobile,True
59353,2025-05-24T20:24:28.432281,1.135.9.192,Edge 114.0.1823.67,Android 13,Tablet,True
97750,2025-05-11T11:31:54.830477,77.33.191.115,Chrome 115.0.5790.98,Android 13,Mobile,True
44789,2025-05-27T15:12:50.482356,199.205.238.29,Chrome 114.0.5735.91,Windows 11,Desktop,True
51704,2025-05-21T03:50:22.770301,104.51.220.75,Firefox 114.0,Android 13,Tablet,True
67493,2025-05-19T18:48:52.180093,218.227.248.159,Safari 16.3,macOS 13,Desktop,True
4981,2025-05-27T12:42:52.696322,165.231.156.252,Firefox 113.0.1,Windows 11,Desktop,True
33076,2025-05-07T17:49:15.895136,143.204.101.29,Safari 16.4,iOS 16,Tablet,True
80078,2025-04-29T08:21:20.273854,186.120.113.86,Firefox 112.0,Android 13,Tablet,True
73653,2025-05-20T08:37:32.685661,214.118.132.178,Chrome 113.0.0,Ubuntu 22.04,Desktop,True
56679,2025-05-19T22:41:34.849678,195.239.115.159,Safari 15.6,macOS 13,Desktop,True
18629,2025-05-18T02:37:56.785074,194.241.128.231,Chrome 115.0.5790.98,Android 13,Mobile,True
13160,2025-05-18T23:23:06.056070,90.203.153.209,Safari 15.6,iOS 16,Tablet,True
64799,2025-05-23T21:43:28.019080,107.114.212.46,Edge 114.0.1823.67,Windows 11,Tablet,True
73977,2025-05-06T20:04:18.427077,40.113.178.0,Safari 16.3,iOS 16,Mobile,True
89996,2025-04-30T16:16:47.539931,216.154.121.161,Edge 113.0.1774.57,Windows 11,Desktop,True
17038,2025-05-14T07:33:07.806328,70.216.148.230,Safari 16.4,iOS 16,Mobile,True
60212,2025-05-04T06:51:08.296761,196.43.172.57,Chrome 114.0.5735.91,Android 13,Mobile,True
82977,2025-04-29T12:52:58.821347,204.183.92.141,Safari 16.3,macOS 13,Desktop,True
52071,2025-05-21T22:17:15.282412,185.182.74.97,Safari 16.4,iOS 16,Mobile,True
61950,2025-04-28T21:52:44.667079,216.142.148.182,Chrome 115.0.5790.98,Windows 11,Tablet,True
33572,2025-05-14T05:05:25.540523,209.221.207.153,Chrome 115.0.5790.98,Windows 11,Tablet,True
81373,2025-05-09T11:25:43.624716,209.66.229.226,Safari 15.6,iOS 16,Mobile,True
2560,2025-05-04T19:53:10.485820,169.137.179.51,Firefox 112.0,Ubuntu 22.04,Desktop,True
30461,2025-05-17T17:01:05.451064,164.200.94.206,Safari 16.4,iOS 16,Tablet,True
1735,2025-05-11T21:58:26.238392,218.229.245.232,Safari 15.6,iOS 16,Tablet,True
95374,2025-05-21T05:21:20.034230,177.126.182.82,Chrome 115.0.5790.98,Ubuntu 22.04,Desktop,True
15344,2025-05-11T20:45:35.910012,131.43.68.101,Safari 15.6,iOS 16,Tablet,True
36071,2025-05-27T23:07:28.884626,221.156.35.99,Firefox 113.0.1,Android 13,Mobile,True
37320,2025-05-03T17:23:38.914011,214.48.126.99,Edge 113.0.1774.57,Android 13,Mobile,True
26849,2025-05-27T05:08:11.809797,30.26.38.38,Firefox 114.0,Ubuntu 22.04,Desktop,True
84347,2025-05-26T21:02:51.713337,218.123.253.244,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
58068,2025-05-19T12:41:05.505900,75.174.178.215,Safari 16.3,iOS 16,Tablet,True
75875,2025-05-05T18:52:28.914197,205.133.72.81,Safari 16.4,macOS 13,Desktop,True
19920,2025-05-08T21:08:35.169476,86.53.29.192,Safari 16.3,iOS 16,Tablet,True
89674,2025-05-06T12:21:46.041412,24.111.103.87,Safari 15.6,iOS 16,Mobile,True
14077,2025-05-17T02:26:15.563395,205.211.37.150,Chrome 115.0.5790.98,Windows 10,Desktop,True
80321,2025-05-10T01:07:25.765318,19.158.230.47,Safari 16.4,macOS 13,Desktop,True
40386,2025-05-09T12:23:47.481086,184.44.66.75,Edge 114.0.1823.67,Android 13,Tablet,True
10641,2025-05-06T09:42:17.000810,201.192.32.204,Chrome 115.0.5790.98,Windows 11,Tablet,True
77769,2025-05-03T01:50:02.838288,206.68.12.10,Chrome 114.0.5735.91,Windows 11,Tablet,True
41887,2025-05-09T12:59:01.670124,206.241.23.224,Safari 16.3,macOS 13,Desktop,True
54998,2025-05-13T23:51:56.776872,6.219.141.97,Safari 15.6,iOS 16,Mobile,True
15425,2025-05-19T16:48:22.187801,217.121.84.86,Chrome 113.0.0,Windows 10,Desktop,True
98644,2025-05-07T18:50:23.857073,12.24.78.225,Safari 16.3,iOS 16,Mobile,True
69791,2025-05-10T23:17:08.398957,199.100.195.124,Edge 113.0.1774.57,Android 13,Tablet,True
21108,2025-05-23T11:27:53.006419,110.121.64.72,Edge 114.0.1823.67,Windows 11,Tablet,True
79243,2025-05-04T16:14:59.248578,171.23.18.9,Edge 113.0.1774.57,Windows 10,Desktop,True
36854,2025-04-30T03:50:25.255156,208.240.157.9,Safari 16.3,iOS 16,Mobile,True
68679,2025-05-25T17:09:43.294550,163.181.135.166,Chrome 113.0.0,Ubuntu 22.04,Desktop,True
21563,2025-05-06T10:00:24.384728,198.171.240.130,Chrome 114.0.5735.91,Android 13,Tablet,True
84061,2025-05-20T04:53:59.212602,223.244.184.244,Safari 15.6,iOS 16,Mobile,True
47171,2025-05-04T23:21:16.106056,195.125.22.56,Safari 16.3,macOS 13,Desktop,True
68135,2025-05-17T22:48:03.019421,223.141.38.89,Safari 16.3,iOS 16,Mobile,True
52280,2025-05-18T20:20:10.424771,209.226.143.214,Edge 113.0.1774.57,Android 13,Tablet,True
71166,2025-05-19T20:23:24.528307,151.183.213.94,Chrome 114.0.5735.91,Windows 10,Desktop,True
50145,2025-05-09T09:10:35.462129,221.98.193.87,Firefox 113.0.1,Android 13,Mobile,True
69535,2025-05-23T01:21:10.422473,217.179.147.54,Chrome 113.0.0,Android 13,Mobile,True
72198,2025-05-18T21:20:16.256229,198.75.99.165,Chrome 113.0.0,Windows 11,Desktop,True
46627,2025-05-13T19:03:31.497278,180.84.50.16,Chrome 115.0.5790.98,Android 13,Tablet,True
50901,2025-05-08T16:23:26.607129,130.57.65.47,Firefox 112.0,Windows 11,Desktop,True
64561,2025-05-27T16:10:47.990204,198.245.195.74,Firefox 114.0,Android 13,Tablet,True
40643,2025-05-16T02:07:05.051597,160.167.8.131,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
42813,2025-05-03T20:35:29.622007,203.72.51.43,Safari 15.6,iOS 16,Tablet,True
79586,2025-05-02T03:35:17.875641,211.126.91.119,Safari 15.6,macOS 13,Desktop,True
22424,2025-04-29T16:51:42.771724,137.67.133.43,Chrome 113.0.0,Ubuntu 22.04,Desktop,True
15937,2025-05-11T04:53:32.271063,159.210.207.20,Safari 15.6,iOS 16,Mobile,True
56974,2025-05-06T04:02:54.061937,175.155.4.79,Safari 15.6,iOS 16,Tablet,True
14935,2025-05-10T07:53:18.577385,204.3.166.18,Firefox 112.0,Windows 11,Desktop,True
62543,2025-05-18T14:13:17.419927,11.241.237.10,Chrome 114.0.5735.91,Windows 11,Tablet,True
13402,2025-05-05T17:00:07.857742,198.237.51.20,Edge 113.0.1774.57,Windows 10,Desktop,True
69847,2025-05-24T15:38:05.885818,138.29.29.20,Safari 15.6,macOS 13,Desktop,True
23402,2025-05-13T03:15:53.815891,109.110.188.52,Firefox 112.0,Windows 11,Tablet,True
96313,2025-05-03T10:34:43.576466,196.238.182.223,Safari 16.3,macOS 13,Desktop,False
15582,2025-05-08T17:57:02.326616,218.14.208.118,Firefox 114.0,Windows 11,Desktop,True
89232,2025-05-06T02:11:06.907257,57.52.24.15,Safari 16.4,iOS 16,Mobile,True
64201,2025-04-29T11:04:04.665209,17.195.60.83,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
51210,2025-05-13T02:16:22.102734,159.95.35.118,Chrome 114.0.5735.91,Windows 11,Tablet,True
28988,2025-05-10T10:27:07.909347,171.205.73.95,Edge 113.0.1774.57,Windows 11,Tablet,True
43001,2025-05-21T15:05:10.025974,29.8.80.48,Edge 113.0.1774.57,Android 13,Mobile,True
50860,2025-05-10T22:40:02.863067,27.57.13.129,Edge 114.0.1823.67,Android 13,Tablet,True
15960,2025-05-09T12:38:40.343202,213.108.14.123,Safari 16.3,iOS 16,Mobile,True
9395,2025-05-11T10:10:11.444236,188.74.131.17,Firefox 113.0.1,Android 13,Mobile,True
74570,2025-04-30T04:51:03.797335,200.178.79.172,Safari 15.6,iOS 16,Mobile,True
31066,2025-05-01T02:05:30.342985,154.140.34.203,Edge 113.0.1774.57,Windows 11,Tablet,True
28755,2025-05-13T00:23:26.988085,53.113.4.99,Firefox 113.0.1,Windows 11,Desktop,True
49105,2025-05-12T17:21:57.449551,13.223.67.175,Firefox 112.0,Android 13,Mobile,True
67604,2025-05-11T14:32:26.633214,154.90.10.81,Safari 16.4,iOS 16,Tablet,True
14278,2025-05-20T21:00:47.681892,216.50.229.192,Safari 15.6,macOS 13,Desktop,True
34649,2025-05-21T15:17:51.329988,7.181.107.47,Firefox 112.0,Windows 11,Desktop,True
54214,2025-05-08T22:07:33.000752,193.5.236.145,Edge 113.0.1774.57,Windows 11,Tablet,True
69103,2025-05-18T15:01:16.869768,170.95.209.32,Firefox 112.0,Android 13,Tablet,True
57979,2025-05-15T21:52:05.649050,197.117.80.114,Edge 114.0.1823.67,Android 13,Mobile,True
26484,2025-05-14T22:27:44.333623,153.196.86.120,Chrome 114.0.5735.91,Android 13,Tablet,True
47443,2025-05-02T09:35:14.316630,212.228.61.52,Chrome 115.0.5790.98,Windows 11,Tablet,True
70448,2025-04-28T21:51:55.013070,59.219.145.76,Edge 113.0.1774.57,Windows 10,Desktop,True
34657,2025-05-13T17:42:52.358606,214.193.227.4,Chrome 115.0.5790.98,Android 13,Mobile,True
45274,2025-05-18T11:06:07.054176,7.155.23.3,Firefox 114.0,Windows 11,Desktop,True
3043,2025-05-21T12:06:12.409843,205.169.7.135,Firefox 113.0.1,Windows 11,Desktop,True
43506,2025-05-25T12:02:53.163316,195.38.32.161,Firefox 112.0,Windows 11,Tablet,True
18397,2025-05-01T05:18:06.569910,199.33.141.162,Edge 113.0.1774.57,Windows 11,Tablet,True
19724,2025-05-15T04:58:57.812989,164.59.1.86,Chrome 114.0.5735.91,Windows 11,Desktop,True
35840,2025-05-01T12:00:39.527331,27.97.219.190,Firefox 114.0,Android 13,Mobile,True
49357,2025-05-15T02:28:40.826802,166.148.120.19,Firefox 113.0.1,Windows 11,Tablet,True
52702,2025-05-25T10:15:08.344325,32.109.216.153,Safari 16.4,iOS 16,Mobile,True
71180,2025-05-21T13:36:44.221977,167.117.183.6,Chrome 113.0.0,Android 13,Tablet,True
85044,2025-05-21T23:52:50.135776,150.244.38.96,Safari 16.3,macOS 13,Desktop,True
68175,2025-04-29T23:30:17.740073,198.106.102.45,Chrome 114.0.5735.91,Android 13,Tablet,True
66918,2025-04-30T17:54:27.586233,162.238.145.154,Firefox 114.0,Ubuntu 22.04,Desktop,True
71075,2025-04-30T13:00:57.835801,207.234.141.79,Edge 113.0.1774.57,Windows 11,Desktop,True
25235,2025-05-07T20:01:42.196761,203.245.254.16,Safari 16.4,iOS 16,Tablet,True
1911,2025-05-05T11:54:26.065456,119.116.254.213,Firefox 113.0.1,Android 13,Mobile,True
25075,2025-05-18T05:25:05.306953,13.177.78.129,Firefox 114.0,Windows 10,Desktop,True
94819,2025-05-17T10:01:40.433332,202.148.159.188,Firefox 112.0,Android 13,Mobile,True
66064,2025-05-03T21:36:48.698808,88.66.35.174,Safari 15.6,iOS 16,Mobile,True
33344,2025-04-29T02:37:04.994986,150.40.57.110,Safari 15.6,iOS 16,Tablet,True
35065,2025-04-28T22:11:57.558025,80.154.12.45,Edge 114.0.1823.67,Android 13,Mobile,True
59590,2025-05-18T12:30:56.554770,115.96.201.249,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
44324,2025-05-03T15:57:09.487030,161.239.182.127,Firefox 112.0,Windows 11,Desktop,True
39149,2025-05-20T12:20:03.506048,208.12.20.113,Edge 113.0.1774.57,Android 13,Mobile,True
40643,2025-05-18T10:25:36.498541,165.43.14.76,Firefox 112.0,Windows 11,Desktop,True
50744,2025-05-17T18:38:47.704923,22.22.78.136,Chrome 115.0.5790.98,Android 13,Mobile,True
40414,2025-05-08T19:14:49.884512,141.245.94.18,Safari 16.4,macOS 13,Desktop,True
30239,2025-05-07T22:57:37.317077,201.94.193.58,Safari 15.6,iOS 16,Mobile,True
20126,2025-05-24T05:34:29.196725,223.158.223.90,Chrome 114.0.5735.91,Windows 11,Desktop,True
27080,2025-05-11T05:32:45.488096,194.244.184.158,Safari 16.3,macOS 13,Desktop,True
84726,2025-05-09T16:30:34.658778,188.64.223.0,Chrome 113.0.0,Android 13,Tablet,True
31965,2025-05-10T17:14:05.813425,156.16.197.126,Safari 16.3,iOS 16,Mobile,True
68291,2025-04-30T14:01:48.020826,192.228.93.80,Firefox 113.0.1,Windows 11,Desktop,True
66906,2025-05-15T18:56:22.095073,146.104.94.252,Edge 114.0.1823.67,Android 13,Tablet,True
61684,2025-05-12T02:53:38.172900,147.174.63.14,Safari 16.4,iOS 16,Tablet,True
33127,2025-05-20T13:22:18.938882,194.103.116.15,Safari 15.6,iOS 16,Mobile,True
79085,2025-05-15T23:17:32.525886,150.198.130.237,Safari 16.3,iOS 16,Mobile,True
37019,2025-05-11T06:15:40.769258,101.205.121.214,Firefox 114.0,Android 13,Mobile,True
28488,2025-05-15T14:11:59.923336,84.202.20.59,Edge 114.0.1823.67,Android 13,Mobile,True
63142,2025-05-23T04:37:22.486455,222.237.30.112,Chrome 114.0.5735.91,Windows 11,Desktop,True
35756,2025-05-15T12:10:12.777109,191.236.123.245,Edge 114.0.1823.67,Windows 10,Desktop,True
39836,2025-05-26T11:25:01.846051,213.250.154.129,Safari 16.3,iOS 16,Tablet,True
90981,2025-05-19T18:12:44.095738,192.132.151.236,Firefox 112.0,Android 13,Mobile,True
63702,2025-05-16T22:56:29.353745,214.85.123.220,Chrome 115.0.5790.98,Android 13,Mobile,True
64482,2025-05-16T08:00:13.356711,205.129.199.188,Safari 16.3,iOS 16,Tablet,True
31640,2025-05-21T05:11:37.409825,90.32.173.86,Chrome 113.0.0,Windows 10,Desktop,True
12156,2025-05-10T08:37:57.924616,194.243.105.153,Edge 114.0.1823.67,Ubuntu 22.04,Desktop,True
17360,2025-05-13T08:43:59.288783,180.127.3.159,Chrome 114.0.5735.91,Android 13,Mobile,True
70134,2025-05-24T06:10:00.902616,125.227.165.159,Safari 16.4,iOS 16,Mobile,True
36062,2025-05-05T12:25:07.524643,216.193.12.169,Safari 15.6,iOS 16,Mobile,True
94828,2025-05-04T16:34:55.383846,173.11.108.212,Edge 114.0.1823.67,Android 13,Tablet,True
33982,2025-05-12T09:38:53.147432,95.68.15.70,Safari 15.6,iOS 16,Mobile,True
90747,2025-05-03T03:39:51.225499,141.79.14.200,Safari 16.4,iOS 16,Tablet,True
40691,2025-05-01T17:02:40.996874,180.231.239.232,Safari 15.6,iOS 16,Mobile,True
85376,2025-05-05T05:54:06.971484,148.242.161.252,Firefox 112.0,Android 13,Tablet,True
53062,2025-05-08T12:03:12.867191,163.77.168.120,Safari 16.3,iOS 16,Mobile,True
60328,2025-05-10T06:36:48.123959,67.180.67.85,Safari 16.3,iOS 16,Tablet,True
88670,2025-05-08T18:39:35.851075,222.29.13.131,Edge 114.0.1823.67,Android 13,Tablet,True
84084,2025-05-24T02:17:27.286260,212.86.236.105,Edge 113.0.1774.57,Android 13,Mobile,True
10526,2025-05-23T03:34:36.232455,139.30.190.81,Chrome 113.0.0,Windows 11,Desktop,True
38638,2025-05-09T22:03:05.101695,120.249.103.57,Chrome 115.0.5790.98,Android 13,Mobile,False
70757,2025-05-23T23:42:16.822393,192.3.227.142,Firefox 112.0,Ubuntu 22.04,Desktop,True
1378,2025-05-01T21:14:09.797432,55.6.139.118,Edge 113.0.1774.57,Windows 11,Tablet,True
91273,2025-05-22T16:07:46.267286,73.207.94.129,Edge 114.0.1823.67,Windows 11,Tablet,True
34900,2025-04-28T14:37:04.272479,87.0.151.245,Safari 16.3,iOS 16,Tablet,True
32339,2025-05-09T16:49:02.731310,1.253.166.185,Edge 113.0.1774.57,Windows 10,Desktop,True
22264,2025-05-01T19:53:08.201735,202.59.167.234,Chrome 113.0.0,Ubuntu 22.04,Desktop,True
54614,2025-05-10T08:43:10.171209,168.224.25.149,Chrome 115.0.5790.98,Windows 11,Desktop,True
22760,2025-05-23T04:46:16.307877,216.248.122.22,Safari 16.3,iOS 16,Mobile,True
52288,2025-05-15T10:03:49.529554,189.245.49.252,Chrome 113.0.0,Android 13,Tablet,True
57720,2025-05-10T08:25:34.287757,23.43.25.76,Edge 114.0.1823.67,Windows 10,Desktop,True
53835,2025-05-17T18:33:30.760476,101.121.46.141,Safari 16.3,iOS 16,Tablet,True
35370,2025-05-24T20:34:04.589531,151.102.34.140,Firefox 114.0,Ubuntu 22.04,Desktop,True
49309,2025-05-06T20:44:46.720235,165.10.144.165,Chrome 113.0.0,Windows 11,Tablet,True
63631,2025-05-15T06:22:01.708696,146.137.193.189,Safari 16.3,macOS 13,Desktop,True
20877,2025-05-26T12:01:00.421584,34.195.16.70,Safari 16.4,iOS 16,Tablet,True
90269,2025-05-09T11:53:35.914153,167.235.36.196,Firefox 112.0,Windows 10,Desktop,True
63107,2025-05-26T05:00:19.203812,223.181.41.134,Chrome 114.0.5735.91,Windows 10,Desktop,True
66198,2025-05-06T17:17:47.351901,63.185.12.232,Safari 16.3,iOS 16,Mobile,True
8380,2025-05-22T10:17:21.663881,191.156.82.81,Firefox 112.0,Ubuntu 22.04,Desktop,True
12198,2025-05-24T00:29:20.544826,126.234.147.47,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
93731,2025-05-08T08:47:59.195631,195.56.216.255,Safari 16.4,macOS 13,Desktop,True
56239,2025-04-30T22:17:01.995848,217.58.115.192,Firefox 114.0,Windows 10,Desktop,True
2246,2025-05-09T10:25:24.037006,84.147.236.48,Chrome 115.0.5790.98,Windows 11,Tablet,True
75420,2025-05-18T10:58:51.469319,223.21.234.237,Firefox 114.0,Ubuntu 22.04,Desktop,True
49830,2025-05-20T09:23:26.202374,209.61.253.96,Edge 113.0.1774.57,Ubuntu 22.04,Desktop,True
10281,2025-05-22T22:16:06.295500,126.24.241.102,Edge 113.0.1774.57,Windows 11,Desktop,True
98476,2025-05-07T10:37:40.191795,12.213.43.54,Chrome 114.0.5735.91,Windows 10,Desktop,True
65961,2025-05-07T17:55:47.413981,223.37.186.158,Chrome 115.0.5790.98,Android 13,Tablet,True
88026,2025-05-16T06:55:30.566720,88.201.212.175,Edge 114.0.1823.67,Android 13,Mobile,True
63616,2025-05-16T20:52:44.517053,17.163.15.163,Safari 15.6,iOS 16,Mobile,True
37872,2025-05-26T14:56:58.042370,214.65.154.244,Chrome 114.0.5735.91,Android 13,Mobile,True
60813,2025-05-12T08:17:54.599882,2.97.87.187,Edge 114.0.1823.67,Android 13,Tablet,True
2531,2025-05-06T19:42:00.602107,214.32.69.217,Safari 16.4,iOS 16,Mobile,True
74282,2025-05-16T23:46:20.547082,36.175.226.123,Safari 16.3,iOS 16,Mobile,True
5016,2025-05-03T18:24:09.733489,8.8.9.173,Chrome 114.0.5735.91,Ubuntu 22.04,Desktop,True
8957,2025-05-02T08:04:05.419646,204.215.113.39,Edge 113.0.1774.57,Android 13,Tablet,True
66313,2025-05-09T21:13:10.519768,44.16.207.58,Firefox 112.0,Android 13,Mobile,True
18425,2025-05-18T07:49:01.276922,222.232.70.107,Chrome 114.0.5735.91,Android 13,Mobile,True
39168,2025-05-25T10:52:04.516088,158.43.8.167,Chrome 113.0.0,Android 13,Mobile,True
95663,2025-04-29T15:48:57.645291,50.15.88.52,Safari 15.6,iOS 16,Mobile,True
79666,2025-05-16T21:36:38.900038,132.233.172.144,Firefox 114.0,Android 13,Mobile,True
3370,2025-05-25T17:47:16.412956,130.76.154.48,Edge 114.0.1823.67,Windows 11,Tablet,True
28906,2025-05-02T22:18:12.077135,103.224.206.243,Chrome 114.0.5735.91,Android 13,Mobile,True
72834,2025-05-05T04:50:11.876187,147.189.44.98,Safari 16.3,iOS 16,Tablet,True
32913,2025-05-12T03:00:04.840988,103.59.152.118,Edge 114.0.1823.67,Android 13,Mobile,True
34608,2025-05-03T23:49:10.695652,85.106.54.122,Safari 15.6,iOS 16,Tablet,True
6282,2025-05-07T18:27:41.191497,192.67.54.177,Firefox 113.0.1,Android 13,Tablet,True
36191,2025-05-12T16:26:18.269927,166.121.105.147,Safari 15.6,iOS 16,Tablet,True
8460,2025-05-11T12:11:01.362448,221.60.49.222,Safari 15.6,macOS 13,Desktop,True
15253,2025-05-06T09:01:14.582481,154.10.168.16,Chrome 115.0.5790.98,Windows 10,Desktop,True
4948,2025-05-21T00:09:08.121255,74.148.94.73,Safari 16.3,iOS 16,Tablet,True
39090,2025-05-11T22:52:08.132573,161.87.193.52,Safari 15.6,iOS 16,Mobile,True
10876,2025-05-04T02:53:54.564033,193.252.175.204,Edge 113.0.1774.57,Android 13,Mobile,True
49514,2025-05-05T03:40:15.530585,6.154.37.46,Firefox 114.0,Android 13,Mobile,True
42485,2025-05-25T00:38:00.858802,140.166.60.145,Safari 15.6,iOS 16,Mobile,True
75098,2025-05-09T21:18:16.955478,142.114.243.238,Chrome 115.0.5790.98,Android 13,Tablet,True
26746,2025-05-04T01:21:57.844746,168.222.195.98,Edge 113.0.1774.57,Android 13,Mobile,True
